Class,latitude,longitude,Location,Guidance Value(Rs. per square meter),Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8
3,12.98642203,77.60179199,MG Road,78900,9277,9801,11090,11718,13088,14319,14281,46440
3,12.98641649,77.60234468,MG Road,55900,8905,9629,10694,11363,12115,12920,12418,46409
3,12.98614826,77.60206551,MG Road,78900,9004,9501,10653,11119,12476,13560,13084,46381
3,12.98587173,77.60261538,MG Road,51100,9053,9657,10681,11197,12687,13613,13055,46446
3,12.98641373,77.60262102,MG Road,79300,8950,9585,10573,11344,12410,13491,12969,46443
3,12.98640819,77.60317371,MG Road,52000,8748,9490,10554,11225,11861,12613,12193,46505
3,12.98586619,77.60316807,MG Road,52000,8733,9270,10335,10731,12256,13399,13208,46538
3,12.98586342,77.60344441,MG Road,50900,8828,9470,10657,11265,12508,13916,13391,46721
3,12.98585788,77.6039971,MG Road,72400,8860,9443,10157,10615,11911,13076,12670,47000
3,12.98639988,77.60400275,MG Road,55900,9095,9824,10769,11652,12820,14134,13520,46706
3,12.98640542,77.60345006,MG Road,53700,9538,10182,11174,11661,13554,15217,14828,46541
3,12.98639434,77.60455544,MG Road,72010,9495,9880,10754,11311,12720,13989,13958,46804
3,12.98585511,77.60427344,MG Road,72400,9567,10301,11017,11743,13117,14371,14112,47077
3,12.98615103,77.60178916,MG Road,67020,9239,9914,11008,11637,12965,14203,13559,46440
3,12.98668196,77.60290019,MG Road,68350,8985,9603,10718,11348,12325,13617,13180,46477
3,12.99490505,77.6206743,MG Road,52000,8734,9373,10725,11405,12929,14135,13438,46379
3,12.99517605,77.62067715,MG Road,72400,8555,9175,10376,10958,12885,13512,12735,46350
3,12.99544146,77.62123269,MG Road,72400,8996,9722,10821,11513,13569,14142,13364,46116
3,12.99489947,77.621227,MG Road,50000,9112,9893,11152,11888,13412,14440,13803,46447
3,12.99489389,77.6217797,MG Road,72400,8914,9529,10607,11156,12722,13394,12808,46198
3,12.99543588,77.6217854,MG Road,59000,8633,9282,10319,10935,12643,13018,12492,46158
3,12.9951621,77.6220589,MG Road,80000,8748,9501,10664,11656,13769,15190,14292,46460
3,12.9948911,77.62205605,MG Road,55900,8574,9213,10602,11434,13275,14112,13272,46487
3,12.99488831,77.6223324,Indiranagar,68350,8543,9072,10499,11363,13138,14336,13347,46506
3,12.99515652,77.6226116,Indiranagar,72010,9098,9742,10856,11483,13262,14198,13473,46519
3,12.99515652,77.6226116,Indiranagar,70000,9098,9742,10856,11483,13262,14198,13473,46519
3,12.99488552,77.62260875,Indiranagar,52000,9069,9730,10828,11577,12860,13670,13125,46530
3,12.96819304,77.6087875,MG Road,78900,8282,8947,10170,10929,12557,13487,12767,46370
3,12.96900327,77.6090723,MG Road,79300,9167,9908,11115,11883,12905,13576,12944,46516
1,13.01155841,77.60868764,Hebbal,43400,9382,9898,11222,11730,13491,14542,14097,46966
1,13.01155563,77.60896401,Hebbal,30000,8823,9304,10476,11080,14100,14941,14113,46982
1,13.01128463,77.60896118,Hebbal,30000,9517,10166,11368,12096,13668,15110,14520,46953
1,13.01128741,77.60868481,Hebbal,48900,9061,9660,10800,11396,13051,13974,13222,46942
1,13.01101919,77.6084056,Hebbal,44300,9405,10024,11206,11801,13325,15024,14744,46886
1,13.01156397,77.6081349,Hebbal,49730,9781,10425,11600,12515,13981,15414,15028,46911
1,13.01102475,77.60785286,Hebbal,48900,9199,9795,10824,11521,12895,14582,14304,46846
1,13.01075097,77.60812639,Hebbal,15400,9349,10057,11302,12177,13853,15403,15006,46987
1,13.01074819,77.60840276,Hebbal,46800,9101,9738,11005,11620,13160,14795,14454,47015
1,13.01074541,77.60867914,Hebbal,49500,9116,9952,11117,12026,13266,14636,14139,47039
1,13.01074263,77.60895551,Hebbal,30000,9579,10348,11463,12346,13658,14760,14382,46813
1,13.01073985,77.60923188,Hebbal,48900,9406,9991,11155,11854,13273,14455,14212,46826
1,13.01101085,77.60923471,Hebbal,35000,9895,10529,11545,12150,13701,15115,14864,46931
1,13.01101363,77.60895834,Hebbal,48820,9828,10337,11395,11948,13557,15065,15013,46919
1,13.01101641,77.60868197,Hebbal,49500,9291,9851,11023,11666,13179,14512,14128,46909
1,13.01075375,77.60785002,Hebbal,46800,9274,9921,11157,11938,13555,15287,14760,46961
1,13.01102753,77.60757649,Hebbal,35000,9196,9932,11049,11741,13032,14151,13610,46843
1,13.01103031,77.60730011,Hebbal,43400,9500,10240,11501,12159,13590,15082,14478,46861
1,13.01130131,77.60730295,Hebbal,43400,9317,10002,11312,12020,13345,14594,14168,46875
1,13.0115723,77.60730578,Hebbal,30000,9525,10143,11455,12378,13931,15074,14636,46901
1,13.01156119,77.60841127,Hebbal,48900,8962,9445,10604,11171,12726,13828,13550,46935
1,13.01210041,77.60869331,Hebbal,36500,9296,9779,10957,11522,13116,14493,13980,46993
1,13.01210319,77.60841694,Hebbal,44300,9416,9939,11047,11653,13213,14563,14116,46964
1,13.01237418,77.60841977,Hebbal,36500,9104,9710,10722,11431,13088,14130,13310,46992
1,13.01237696,77.6081434,Hebbal,48820,9255,9834,10902,11677,13140,14871,14247,46988
1,13.01183497,77.60813773,Hebbal,46800,9758,10380,11705,12415,14010,15264,14741,46929
1,13.01236862,77.60897252,Hebbal,48820,9130,9748,10736,11516,13108,14648,14029,47020
1,13.01236862,77.60897252,Hebbal,15400,9130,9748,10736,11516,13108,14648,14029,47020
1,13.01263406,77.6095281,Hebbal,44300,9577,10182,11397,12061,13528,14860,14552,47045
1,13.01236306,77.60952526,Hebbal,46800,9812,10499,11843,12748,14245,15816,15102,47040
1,13.01236584,77.60924889,Hebbal,44300,9247,9812,10828,11528,13218,14480,13824,47030
1,13.01236028,77.60980164,Hebbal,48900,9527,10182,11362,12327,13679,15370,14703,47053
1,13.01263128,77.60980447,Hebbal,48820,9598,10129,11509,12040,13485,15112,14909,47060
1,13.01290506,77.60953094,Hebbal,49500,9197,9816,10916,11615,13110,14234,13695,46987
1,13.01290784,77.60925456,Hebbal,48820,9532,10082,11234,11954,13869,15130,14622,46982
1,13.01317884,77.6092574,Hebbal,36500,9903,10611,11692,12340,14486,16355,15824,47008
1,13.01317606,77.60953377,Hebbal,35000,9435,10083,11314,12001,13819,15356,14954,47001
1,12.95970318,77.59046025,MG Road,48900,9221,9743,10692,11173,12425,13554,12945,46705
1,12.95997418,77.59046305,MG Road,44300,9306,9811,10816,11350,12751,13681,13240,46624
1,12.95970318,77.59046025,MG Road,49500,9221,9743,10692,11173,12425,13554,12945,46705
1,12.95970043,77.59073657,MG Road,35000,9264,9730,10799,11134,12515,13791,13503,46701
1,12.95942668,77.59101008,MG Road,49500,9514,10106,11063,11587,12974,14603,14601,46859
1,12.95969493,77.5912892,MG Road,15400,9365,9861,10750,11320,12666,13618,13104,46727
1,12.95942118,77.59156272,MG Road,49500,9951,10665,11795,12536,13455,14698,13973,46640
1,12.95969493,77.5912892,MG Road,36500,9365,9861,10750,11320,12666,13618,13104,46727
1,12.95996868,77.59101569,MG Road,49730,8913,9289,10301,10785,12479,13274,12645,46744
1,12.96024244,77.59074217,MG Road,36500,9881,10503,11581,12093,13727,15307,14916,46998
1,12.96024519,77.59046586,MG Road,36500,9618,10336,11482,12013,13597,14696,14183,47004
1,13.01941491,77.55459257,Malleshwaram,30000,9442,10013,10783,11432,13881,14323,13395,47196
1,13.01968319,77.55487174,Malleshwaram,38100,9430,9877,10858,11355,12971,13308,12565,47013
1,13.01941491,77.55459257,Malleshwaram,38100,9442,10013,10783,11432,13881,14323,13395,47196
1,13.01914662,77.5543134,Malleshwaram,48900,9139,9466,10722,11149,13730,14257,13425,47317
1,13.01914662,77.5543134,Malleshwaram,49730,9139,9466,10722,11149,13730,14257,13425,47317
1,13.01887289,77.55458702,Malleshwaram,48820,9705,10325,11224,11924,13906,15391,14468,47398
1,13.01887289,77.55458702,Malleshwaram,30000,9705,10325,11224,11924,13906,15391,14468,47398
1,13.01887561,77.55431063,Malleshwaram,30000,9617,10247,11277,11922,13772,14977,14184,47356
1,13.01860188,77.55458424,Malleshwaram,30000,9755,10339,11400,12112,13793,15596,14927,47266
1,13.01833087,77.55458146,Malleshwaram,38100,9121,9614,10511,11195,13239,14271,13689,47205
1,13.01778612,77.5548523,Malleshwaram,30000,8969,9445,10551,11188,13221,14458,13341,47116
1,12.99379546,77.56897891,Malleshwaram,15400,8753,9230,10249,10742,13674,13995,12798,46555
1,12.99379273,77.56925528,Malleshwaram,36500,8767,9168,9796,10144,14072,13404,11792,46432
1,12.99352172,77.56925249,Malleshwaram,48900,9315,9722,10405,10962,12603,13386,12384,46392
1,12.99352446,77.56897613,Malleshwaram,49500,9372,9846,10969,11511,13869,14499,13609,46525
1,13.03085179,77.5491812,Malleshwaram,30000,9023,9686,10897,11523,12864,14043,13514,46663
1,13.03085451,77.5489048,Malleshwaram,48900,9537,10090,11320,11946,13384,14541,14046,46976
1,13.03085451,77.5489048,Malleshwaram,35000,9537,10090,11320,11946,13384,14541,14046,46976
1,13.03031249,77.54889925,Malleshwaram,49500,9090,9706,10738,11479,13128,13802,13026,46956
1,13.03030976,77.54917565,Malleshwaram,49500,8911,9362,10591,11143,12542,13382,12970,46691
1,13.03058078,77.54917843,Malleshwaram,15400,9078,9684,10705,11212,12551,13984,13688,46669
1,13.03057806,77.54945483,Malleshwaram,43400,9078,9684,10705,11212,12551,13984,13688,46669
1,13.03003875,77.54917288,Malleshwaram,48900,8960,9543,10524,11436,13014,13949,13125,46826
1,13.02976502,77.54944651,Malleshwaram,36500,9269,9819,10963,11737,12911,13950,13432,46887
1,13.02976502,77.54944651,Malleshwaram,48820,9269,9819,10963,11737,12911,13950,13432,46887
1,13.0297623,77.54972291,Malleshwaram,48900,9269,9819,10963,11737,12911,13950,13432,46887
1,13.03030432,77.54972846,Malleshwaram,44300,9208,9822,11060,11838,12881,13499,13015,46607
1,13.03030704,77.54945206,Malleshwaram,46800,8911,9362,10591,11143,12542,13382,12970,46691
1,13.03030432,77.54972846,Malleshwaram,38100,9208,9822,11060,11838,12881,13499,13015,46607
1,13.03030704,77.54945206,Malleshwaram,43400,8911,9362,10591,11143,12542,13382,12970,46691
1,13.03112008,77.54946038,Malleshwaram,36500,8794,9467,10759,11449,12722,13903,13359,46652
1,13.03112008,77.54946038,Malleshwaram,48900,8794,9467,10759,11449,12722,13903,13359,46652
1,13.0311228,77.54918398,Malleshwaram,49500,9768,10393,11347,12014,13151,13956,13333,46986
1,13.03139653,77.54891034,Malleshwaram,48900,9732,10313,11224,12048,13703,14804,14094,47073
1,13.03139925,77.54863394,Malleshwaram,46800,9630,10049,11235,12174,13703,16322,15009,47261
1,13.03112824,77.54863116,Malleshwaram,44300,9896,10510,11417,12163,13525,15042,14277,47167
1,13.00215113,77.60085032,MG Road,36500,9683,10190,10996,11542,12986,13814,13261,46606
1,13.00269036,77.60113233,MG Road,49730,9232,9796,10959,11525,13250,14203,13621,46626
1,13.00214836,77.60112668,MG Road,46800,9262,9797,10788,11292,12635,13597,12940,46579
1,13.00214836,77.60112668,MG Road,49500,9262,9797,10788,11292,12635,13597,12940,46579
1,13.00188012,77.60084749,MG Road,48900,9642,10216,11203,11760,13142,13842,13166,46554
1,13.00214559,77.60140304,MG Road,30000,9120,9736,10783,11547,13021,13859,13167,46609
1,13.00241659,77.60140587,MG Road,44300,9151,9731,10930,11472,13077,13552,12815,46634
1,13.00214281,77.6016794,MG Road,49730,8742,9119,10233,10631,13345,13725,12869,46602
1,13.00268482,77.60168506,MG Road,15400,9873,10527,11896,12534,13875,14919,14522,46713
1,13.00295582,77.60168788,MG Road,30000,9390,10022,11267,12129,13822,15207,14915,46759
1,13.00295859,77.60141152,MG Road,46800,9716,10369,11524,12313,13898,15377,14880,46733
1,13.00322959,77.60141434,MG Road,48900,9460,10123,11228,11895,13629,14780,14153,46730
1,13.00322959,77.60141434,MG Road,43400,9460,10123,11228,11895,13629,14780,14153,46730
1,13.00350336,77.6011408,MG Road,35000,8662,8998,10011,10113,14888,13584,12002,46714
1,13.00296136,77.60113515,MG Road,49500,9497,10092,11394,11959,13540,14768,14223,46717
1,13.00295304,77.60196424,MG Road,38100,9640,10375,11572,12624,14076,15319,14591,46576
1,13.00268204,77.60196142,MG Road,49500,9948,10667,12136,12777,14284,15664,15348,46769
1,13.0026765,77.60251414,MG Road,35000,9209,9850,10969,11450,13091,14757,14325,46766
1,13.00295027,77.60224061,MG Road,46800,9788,10548,11693,12401,14343,15134,14284,46585
1,13.01209484,77.60924605,Hebbal,43400,9428,9949,11106,11680,13198,14541,14140,47027
1,13.01155285,77.60924038,Hebbal,38100,9814,10536,11597,12227,13823,15194,14629,46991
1,13.01182107,77.60951959,Hebbal,35000,9453,10043,11218,12058,13584,15162,14530,47009
1,13.01154729,77.60979313,Hebbal,44300,9253,9753,10935,11510,13536,14641,14342,46976
1,13.0120865,77.61007517,Hebbal,43400,9621,10197,11002,11686,13103,14838,14274,47102
1,13.01182663,77.60896685,Hebbal,48900,9109,9782,10966,11762,14034,15036,14184,47003
1,13.01020342,77.60867347,Hebbal,48820,9426,10073,11130,12068,13614,15059,14746,46973
1,13.01048275,77.60784719,Hebbal,43400,9531,10265,11418,12141,13711,15374,14931,46915
1,13.01048831,77.60729445,Hebbal,15400,9272,9885,11261,11981,13463,14627,14158,46952
1,13.01128185,77.60923755,Hebbal,49500,9762,10402,11670,12325,13653,14836,14610,46963
1,13.01209206,77.60952243,Hebbal,15400,9638,10136,11436,12377,14165,15453,14832,47029
1,13.0129134,77.60870182,Hebbal,48900,9465,10111,11282,12011,13350,15077,14722,47050
1,13.01263684,77.60925173,Hebbal,15400,9458,10127,11240,11909,13328,14819,14433,47034
1,13.01318718,77.60842828,Hebbal,36500,9512,10071,11243,11925,13366,14838,14339,47084
1,13.01155285,77.60924038,Hebbal,46800,9814,10536,11597,12227,13823,15194,14629,46991
1,13.0129134,77.60870182,Hebbal,48820,9465,10111,11282,12011,13350,15077,14722,47050
1,13.01183219,77.6084141,Hebbal,46800,9294,9885,10982,11653,13306,14690,13968,46947
1,13.01047997,77.60812356,Hebbal,35000,9205,9941,11242,12194,13858,15792,15038,46953
1,13.01075653,77.60757365,Hebbal,48820,9344,9986,11320,12048,13356,14437,14009,46961
1,13.01156953,77.60758215,Hebbal,46800,8967,9595,10595,11190,12530,13348,12838,46894
1,13.01127907,77.60951392,Hebbal,38100,9399,10072,11141,11814,13582,14855,14583,46962
1,13.01155007,77.60951675,Hebbal,48900,9465,9953,11123,11807,13576,15118,14592,46985
1,13.01128185,77.60923755,Hebbal,35000,9762,10402,11670,12325,13653,14836,14610,46963
1,13.01128185,77.60923755,Hebbal,46800,9762,10402,11670,12325,13653,14836,14610,46963
1,13.01047163,77.60895267,Hebbal,35000,10290,10941,12540,13105,14148,15452,15168,46806
1,13.01047719,77.60839993,Hebbal,48900,9059,9769,11223,12161,14007,15362,14562,46990
1,13.01048553,77.60757082,Hebbal,48900,9250,9980,11410,12333,13647,15148,14611,46910
1,13.01046885,77.60922904,Hebbal,49500,9161,9774,11072,11847,13153,14406,13857,46826
1,13.00269036,77.60113233,MG Road,44300,9232,9796,10959,11525,13250,14203,13621,46626
1,13.01127351,77.61006666,Hebbal,35000,9010,9473,10359,10921,13744,14788,14016,47023
1,13.01100251,77.61006382,Hebbal,48900,9534,10107,11172,11867,13583,14617,13978,47014
1,13.01045773,77.61033452,Hebbal,48820,9305,9812,11001,11678,13154,14452,14172,47003
1,13.01073429,77.60978462,Hebbal,44300,9390,9955,11135,11811,12943,14348,14121,46845
